Партія,Місцева організація,Область,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Всеукраїнське об’єднання “Батьківщина”,Томаківська районна організація ,,25927078,"53500, Дніпропетровська обл., Томаківський район, селище міського типу Томаківка, ВУЛ. ЛЕНІНА, будинок 29","53500, Дніпропетровська обл., Томаківський район, селище міського типу Томаківка, ВУЛ. ЛЕНІНА, будинок 29","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26000050300991"
Всеукраїнське об’єднання “Батьківщина”,Царичанська районна організація,,25841670,"51000, Дніпропетровська обл., Царичанський район, селище міського типу Царичанка, КВАРТАЛ 50 РОКІВ ЖОВТНЯ, будинок 8 А","51000, Дніпропетровська обл., Царичанський район, селище міського типу Царичанка, КВАРТАЛ 50 РОКІВ ЖОВТНЯ, будинок 8 А","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26000050269195"
Всеукраїнське об’єднання “Батьківщина”,Широківська районна організація ,,25841410,"53700, Дніпропетровська обл., Широківський район, селище міського типу Широке, вул. Соборна, будинок 95","53700, Дніпропетровська обл., Широківський район, селище міського типу Широке, вул. Соборна, будинок 95","ПАТ КБ ""Приватбанк"", МФО 305750, р/р 26000053512505, р/р26004053517302 (поточн депозит), р/р26053053507329 (картков рахунок), р/р26082000777720 (відсотки за депозитами)"
Всеукраїнське об’єднання “Батьківщина”,Юр'ївська районна організація,,25841427,"51300, Дніпропетровська обл., Юр'ївський район, селище міського типу Юр'ївка, вул. Леніна, будинок 104-А","51300, Дніпропетровська обл., Юр'ївський район, селище міського типу Юр'ївка, вул. Леніна, будинок 104-А","ПАТ КБ ""Приватбанк"", МФО 305299, р/р 26008050293118"
Всеукраїнське об’єднання “Батьківщина”,Донецька обласна організація,,26502259,"87500, Донецька обл., місто Маріуполь, ПРОВУЛОК НАХІМОВА, будинок 3, квартира 31-32","87500, Донецька обл., місто Маріуполь, ПРОВУЛОК НАХІМОВА, будинок 3, квартира 31-32","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК ""ПРИВАТБАНК"", Маріупольська філія, МФО 335429, р/р 26005054005253,р/р 26053054005238."
Всеукраїнське об’єднання “Батьківщина”,Артемівська міська організація,,25894197,"84500, Донецька обл., місто Артемівськ, вул. Червоноармійська, 28","84500, Донецька обл., місто Артемівськ, вул. Ювілейна, 91, кв.13",
Всеукраїнське об’єднання “Батьківщина”,Краматорська міська організація,,25893826,"84301, Донецька обл., місто Краматорськ, ВУЛИЦЯ Миру, будинок 8","84301, Донецька обл., місто Краматорськ, вул. Миру, будинок 8",
Всеукраїнське об’єднання “Батьківщина”,Житомирська обласна організація ,,25776533,"10014, Житомирська обл., місто Житомир, ВУЛИЦЯ ЛЕХА КАЧИНСЬКОГО, будинок 20","10014, Житомирська обл., місто Житомир, вул. ЛЕХА КАЧИНСЬКОГО, будинок 20","Житомирське відділення ПАТ ""Айбокс Банк"", ЄДРПОУ 21570492, МФО 322302, р/р 26001001929301"
Всеукраїнське об’єднання “Батьківщина”,Бердичівська міська організація  ,,25776991,"13301, Житомирська обл., місто Бердичів, ВУЛИЦЯ ЄВРОПЕЙСЬКА, будинок 30/2","13301, Житомирська обл., місто Бердичів, вул. ЄВРОПЕЙСЬКА, будинок 30/2","АБ ""Укргазбанк"", м. Бердичів, МФО 320478, п/р №26003924423074"
Всеукраїнське об’єднання “Батьківщина”,Житомирська міська організація ,,33975053,"10014, Житомирська обл., місто Житомир, ВУЛИЦЯ ЛЕХА КАЧИНСЬКОГО, будинок 20","10014, Житомирська обл., місто Житомир, вул. ЛЕХА КАЧИНСЬКОГО, будинок 20",
Всеукраїнське об’єднання “Батьківщина”,Коростенська міська організація,,33920140,"11500, Житомирська обл., місто Коростень, ВУЛИЦЯ ЧАПАЄВА, будинок 3","11500, Житомирська обл., місто Коростень, вул. ЧАПАЄВА, будинок 3",
Всеукраїнське об’єднання “Батьківщина”,Малинська міська організація,,33957359,"11601, Житомирська обл., місто Малин, вул. Грушевського, будинок 43, кв. 4","11601, Житомирська обл., місто Малин, вул. Грушевського, будинок 43, кв. 4",
Всеукраїнське об’єднання “Батьківщина”,Новоград-Волинська міська організація,,33529387,"11700, Житомирська обл., місто Новоград-Волинський, ВУЛИЦЯ Замкова, будинок 3/6","11700, Житомирська обл., місто Новоград-Волинський, вул. Замкова, будинок 3/6",
Всеукраїнське об’єднання “Батьківщина”,Богунська районна організація ,,33975027,"10014, Житомирська обл., місто Житомир, ВУЛИЦЯ ЛЕХА КАЧИНСЬКОГО, будинок 20","10014, Житомирська обл., місто Житомир, вул. ЛЕХА КАЧИНСЬКОГО, будинок 20",
Всеукраїнське об’єднання “Батьківщина”,Корольовська районна організація ,,33974992,"10014, Житомирська обл., місто Житомир, ВУЛИЦЯ ЛЕХА КАЧИНСЬКОГО, будинок 20","10014, Житомирська обл., місто Житомир, вул. ЛЕХА КАЧИНСЬКОГО, будинок 20",
Всеукраїнське об’єднання “Батьківщина”,Андрушівська районна організація,,33513576,"13400, Житомирська обл., Андрушівський район, місто Андрушівка, ВУЛИЦЯ ЛЕНІНА, будинок 17","13400, Житомирська обл., Андрушівський район, місто Андрушівка, вул. ЛЕНІНА, будинок 17",
Всеукраїнське об’єднання “Батьківщина”,Баранівська районна організація  ,,33265812,"12700, Житомирська обл., Баранівський район, місто Баранівка, ВУЛИЦЯ КІРОВА, будинок 7","12700, Житомирська обл., Баранівський район, місто Баранівка, вул. КІРОВА, будинок 7",ПАТ КБ ПРИВАТБАНК смт. Баранівка МФО 311744 ЄДРПОУ 14360570 рах №26007055806573
Всеукраїнське об’єднання “Батьківщина”,Бердичівська районна організація  ,,25923272,"13300, Житомирська обл., місто Бердичів, ВУЛИЦЯ Козацька, будинок 7","13300, Житомирська обл., місто Бердичів, вул. Козацька, будинок 7",Бердичівське відділення ПАТ КБ ПРИВАТБАНК МФО 311744 ЄДРПОУ 14360570 рах №26008055815853
Всеукраїнське об’єднання “Батьківщина”,Брусилівська районна організація,,33757910,"12601, Житомирська обл., Брусилівський район, селище міського типу Брусилів, ВУЛИЦЯ 1 ТРАВНЯ, будинок 53","12601, Житомирська обл., Брусилівський район, селище міського типу Брусилів, вул. 1 ТРАВНЯ, будинок 53","АТ Ощадбанк смт. Брусилів, МФО 311647, п/р №26006300952455"
Всеукраїнське об’єднання “Батьківщина”,Хорошівська районна організація,,33920203,"12101, Житомирська обл., Хорошівський район, селище міського типу Хорошів, ВУЛ. НЕЗАЛЕЖНОСТІ, будинок 12","12101, Житомирська обл., Хорошівський район, селище міського типу Хорошів, ВУЛ. НЕЗАЛЕЖНОСТІ, будинок 12","АТ Ощадбанк смт. Хорошів, МФО 311647, п/р №26006300952455"
Всеукраїнське об’єднання “Батьківщина”,Ємільчинська районна організація ,,33877373,"11201, Житомирська обл., Ємільчинський район, селище міського типу Ємільчине, ВУЛИЦЯ СОБОРНА, будинок 25","11201, Житомирська обл., Ємільчинський район, селище міського типу Ємільчине, вул. СОБОРНА, будинок 25","ПАТ КБ ПРИВАТБАНК смт. Ємільчино, МФО 311744 ЄДРПОУ 14360570, рах №26002055815901"
Всеукраїнське об’єднання “Батьківщина”,Житомирська районна організація,,33975226,"10003, Житомирська обл., місто Житомир, ВУЛИЦЯ ЛЕХА КАЧИНСЬКОГО, будинок 20","10003, Житомирська обл., місто Житомир, вул. ЛЕХА КАЧИНСЬКОГО, будинок 20",_
Всеукраїнське об’єднання “Батьківщина”,Коростенська районна організація ,,33985229,"11500, Житомирська обл., місто Коростень, ВУЛИЦЯ Грушевського, будинок 44","11500, Житомирська обл., місто Коростень, вул. Грушевського, будинок 44","Філія Житомирське регіональне управління ПАТ КБ ПРИВАТБАНК м. Коростень, МФО 311744, ЄДРПОУ 14360570, рах. №26009055819171."
Всеукраїнське об’єднання “Батьківщина”,Коростишівська районна організація  ,,33772462,"12501, Житомирська обл., Коростишівський район, місто Коростишів, ВУЛИЦЯ СВЯТОТРОЇЦЬКА, будинок 6","12501, Житомирська обл., Коростишівський район, місто Коростишів, вул. СВЯТОТРОЇЦЬКА, будинок 6",_
Всеукраїнське об’єднання “Батьківщина”,Лугинська районна організація  ,,33913730,"11301, Житомирська обл., Лугинський район, селище міського типу Лугини, вул. Карла Маркса, 18","11301, Житомирська обл., Лугинський район, селище міського типу Лугини, вул. Карла Маркса, 18","ПАТ КБ ПРИВАТБАНК м. Коростень, МФО 311744 ЄДРПОУ 14360570, рах №26004055817413"
Всеукраїнське об’єднання “Батьківщина”,Любарська районна організація  ,,33518684,"13100, Житомирська обл., Любарський район, селище міського типу Любар, ВУЛИЦЯ ЛЕНІНА, будинок 53","13100, Житомирська обл., Любарський район, селище міського типу Любар, вул. ЛЕНІНА, будинок 53",
Всеукраїнське об’єднання “Батьківщина”,Малинська районна організація,,33957364,"11601, Житомирська обл., місто Малин, вул. Грушевського, будинок 43, кв. 4","11601, Житомирська обл., місто Малин, вул. Грушевського, будинок 43, кв. 4",
Всеукраїнське об’єднання “Батьківщина”,Народицька районна організація ,,33960361,"11400, Житомирська обл., Народицький р-н, смт. Народичі, вул. Святомиколаївська, буд. 95","11400, Житомирська обл., Народицький р-н, смт. Народичі, вул. Святомиколаївська, буд. 95",
Всеукраїнське об’єднання “Батьківщина”,Новоград-Волинська районна організація ,,33852689,"11701, Житомирська обл., місто Новоград-Волинський, ВУЛИЦЯ СОБОРНОСТІ, будинок 13","11701, Житомирська обл., місто Новоград-Волинський, вул. СОБОРНОСТІ, будинок 13","ПАТ АБ ""УКРГАЗБАНК"" №322/05 м. Новоград-Волинський, МФО 320478, ЄДРПОУ 23697280, р.р.26004924421291"
Всеукраїнське об’єднання “Батьківщина”,Овруцька районна організація,,33557566,"11100, Житомирська обл., Овруцький район, місто Овруч, ВУЛ. Сабурова, будинок 11, кв. 16","11100, Житомирська обл., Овруцький район, місто Овруч, ВУЛ. Шевченка, будинок 53а, кімн 26",
Всеукраїнське об’єднання “Батьківщина”,Олевська районна організація ,,33889525,"11001, Житомирська обл., Олевський район, місто Олевськ, ВУЛ. Промислова, 27","11001, Житомирська обл., Олевський район, місто Олевськ, ВУЛ. Промислова, 27","ЄДРПОУ/ДРФО 33889525 Олевське відділення ПАТ КБ ПРИВАТБАНК ЄДРПОУ 14360570, МФО 311744, р.р.№26004055811657 (поточний рахунок)"
Всеукраїнське об’єднання “Батьківщина”,Попільнянська районна організація  ,,33864810,"13501, Житомирська обл., Попільнянський район, селище міського типу Попільня, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 29","13501, Житомирська обл., Попільнянський район, селище міського типу Попільня, вул. БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 29","АТ ""Райффайзен Банк АВАЛЬ"" Попільнянське відділення МФО 380805 ЄДРПОУ 14305909 р/р №26009543306"
Всеукраїнське об’єднання “Батьківщина”,Радомишльська районна організація,,26061737,"12201, Житомирська обл., Радомишльський район, місто Радомишль, вул. Велика Житомирська, будинок 10","12201, Житомирська обл., Радомишльський район, місто Радомишль, вул. Велика Житомирська, будинок 10",
Всеукраїнське об’єднання “Батьківщина”,Романівська районна організація  ,,33868526,"13002, Житомирська обл., Романівський район, селище міського типу Романів, ВУЛИЦЯ 50 РОКІВ ЖОВТНЯ, будинок 8, квартира 6","13002, Житомирська обл., Романівський район, селище міського типу Романів, вул. 50 РОКІВ ЖОВТНЯ, будинок 8, квартира 6",
Всеукраїнське об’єднання “Батьківщина”,Ружинська районна організація,,25924290,"13600, Житомирська обл., Ружинський район, селище міського типу Ружин, ВУЛИЦЯ Стадіонна, будинок 1, корпус А","13600, Житомирська обл., Ружинський район, селище міського типу Ружин, вул. Стадіонна, будинок 1, корпус А",
Всеукраїнське об’єднання “Батьківщина”,Пулинська районна організація ,,33621945,"12000, Житомирська обл., Пулинський район, селище міського типу Пулини, ВУЛИЦЯ НЕБЕСНОЇ СОТНІ, будинок 10","12000, Житомирська обл., Пулинський район, селище міського типу Пулини, вул. НЕБЕСНОЇ СОТНІ, будинок 10",
Всеукраїнське об’єднання “Батьківщина”,Черняхівська районна організація  ,,33868615,"12301, Житомирська обл., Черняхівський район, селище міського типу Черняхів, вул. Володимирська, будинок 25","12301, Житомирська обл., Черняхівський район, селище міського типу Черняхів, вул. Володимирська, будинок 25",
Всеукраїнське об’єднання “Батьківщина”,Чуднівська районна організація ,,33811794,"13201, Житомирська обл., Чуднівський район, місто Чуднів, ГЕРОЇВ МАЙДАНУ, будинок 95","13201, Житомирська обл., Чуднівський район, місто Чуднів, ГЕРОЇВ МАЙДАНУ, будинок 95","ТВБВ №10005/053 філії-Філії Житомирського ОУ АТ ""Ощадбанк"" код 3111647, код за ЄДРПОУ 09311380, поточний рахунок №26004300949556"
Всеукраїнське об’єднання “Батьківщина”,Закарпатська обласна організація ,,25446205,"89600, Закарпатська обл., місто Мукачеве, вул. Достоєвського, будинок 7, кв. 5","88000, Закарпатська обл., місто Ужгород, вул. Гагаріна, буд. 38, м. Іршава, пл. Народна, буд.7., м. Мукачеве, вул. А. Штефаника, буд.25,2, кімната 32/1","АТ ""Укрсиббанк"" МФО 351005, р/р: 26004207071600;
АТ ""Укрсиббанк"" МФО 351005, р/р: 26003207071601"
Всеукраїнське об’єднання “Батьківщина”,Мукачівська міська організація,,37173228,"89600, Закарпатська обл., місто Мукачеве, вул. Достоєвського, буд. 7, кв. 5","89600, Закарпатська обл., місто Мукачеве, вул. Достоєвського, буд. 7, кв. 5",
Всеукраїнське об’єднання “Батьківщина”,Ужгородська міська організація,,35771790,"88000, Закарпатська обл., місто Ужгород, вул. Підгірна, буд. 17, кв. 1","88000, Закарпатська обл., місто Ужгород, вул. Підгірна, буд. 17, кв. 1",
Всеукраїнське об’єднання “Батьківщина”,Великоберезнянська районна організація,,33538082,"89022, Закарпатська обл.,Великоберезнянський р-н, с. Кострино, буд 51, кв 8","89022, Закарпатська обл.,Великоберезнянський р-н, с. Кострино, буд 51, кв 8",
Всеукраїнське об’єднання “Батьківщина”,Воловецька районна організація ,,34197618,"89100, Закарпатська обл.,Воловецький р-н, смт Воловець, вул. Карпатська, буд. 100, кім. 205","89100, Закарпатська обл.,Воловецький р-н, смт Воловець, вул. Карпатська, буд. 100, кім. 205",
Всеукраїнське об’єднання “Батьківщина”,Мукачівська районна організація,,37173139,"89600, Закарпатська обл., м. Мукачеве, вул., Горького, 25/2","89600, Закарпатська обл., м. Мукачеве, вул., Горького, 25/2",
Всеукраїнське об’єднання “Батьківщина”,Запорізька обласна організація,,25766789,"69059, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ЧУМАЧЕНКА, будинок 40, квартира 132","69059, Запорізька обл., місто Запоріжжя, вул. ЧУМАЧЕНКА, будинок 40, квартира 132",
Всеукраїнське об’єднання “Батьківщина”,Бердянська міська організація,,25820626,"71101, Запорізька обл., місто Бердянськ, МЕЛІТОПОЛЬСЬКЕ ШОСЕ, будинок 68","71101, Запорізька обл., місто Бердянськ, МЕЛІТОПОЛЬСЬКЕ ШОСЕ, будинок 68",
Всеукраїнське об’єднання “Батьківщина”,Енергодарська міська організація,,34377857,"71504, Запорізька обл., місто Енергодар, ВУЛИЦЯ КОЗАЦЬКА, будинок 17, квартира 40","71504, Запорізька обл., місто Енергодар, вул. КОЗАЦЬКА, будинок 17, квартира 40",
Всеукраїнське об’єднання “Батьківщина”,Мелітопольська районна організація,,33704544,"72312, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ЧЕРНИШЕВСЬКОГО, будинок 49","72312, Запорізька обл., місто Мелітополь, вул. ЧЕРНИШЕВСЬКОГО, будинок 49",
Всеукраїнське об’єднання “Батьківщина”,Новомиколаївська районна організація,,25891253,"70100, Запорізька обл., Новомиколаївський район, селище міського типу Новомиколаївка, ВУЛИЦЯ Івана Клевчука, будинок 227","70100, Запорізька обл., Новомиколаївський район, селище міського типу Новомиколаївка, вул. Івана Клевчука, будинок 227",
Всеукраїнське об’єднання “Батьківщина”,Чернігівська районна організація,,41278370,"71202, Чернігівський район, смт. Чернігівка, вул. Світла, буд.11","71202, Чернігівський район, смт. Чернігівка, вул. Світла, буд.11",
Всеукраїнське об’єднання “Батьківщина”,Токмацька районна організація,,25890992,"71700, Запорізька обл., місто Токмак, ВУЛИЦЯ РЕВОЛЮЦІЙНА, будинок 18, квартира 69","71700, Запорізька обл., місто Токмак, вул. РЕВОЛЮЦІЙНА, будинок 18, квартира 69",
Всеукраїнське об’єднання “Батьківщина”,Якимівська районна організація ,,40595152,"72503, Запорізька обл., Якимівський район, селище міського типу Якимівка, ВУЛИЦЯ МОЛОДИХ ПАТРІОТІВ , будинок 7, кімната 58","72503, Запорізька обл., Якимівський район, селище міського типу Якимівка, вул. МОЛОДИХ ПАТРІОТІВ , будинок 7, кімната 58",
Всеукраїнське об’єднання “Батьківщина”,Івано-Франківська обласна організація,,25789520,"76018, Івано-Франківська обл., місто Івано-Франківськ, вул. Василіянок, будинок 62А, кімната 14","76018, Івано-Франківська обл., місто Івано-Франківськ, вул. Василіянок, будинок 62А, кімната 14","Івано-Франківська філія ПАТ ""Ідея Банк"", МФО 336310, р/р 26003300010865 Івано-Франківська філія ПАТ АБ ""Укргазбанк"", МФО 320478, р/р 26007300867"
Всеукраїнське об’єднання “Батьківщина”,Болехівська міська організація,,33893856,"77202, Івано-Франківська обл., місто Болехів, ВУЛИЦЯ СІЧОВИХ СТРІЛЬЦІВ, будинок 4 А","77202, Івано-Франківська обл., місто Болехів, вул. СІЧОВИХ СТРІЛЬЦІВ, будинок 4 А",
Всеукраїнське об’єднання “Батьківщина”,Бурштинська міська організація,,39845944,"77111, Івано-Франківська обл., місто Бурштин, вул. СІЧОВИХ СТРІЛЬЦІВ будинок 19","77111, Івано-Франківська обл., місто Бурштин, вул. СІЧОВИХ СТРІЛЬЦІВ будинок 19",
Всеукраїнське об’єднання “Батьківщина”,Івано-Франківська міська організація,,33860202,"76018, місто Івано-Франківськ, вул. Тичини, будинок 8-А,","76018, місто Івано-Франківськ, вул. Тичини, будинок 8-А,",
Всеукраїнське об’єднання “Батьківщина”,Калуська міська організація,,33926472,"77300, Івано-Франківська обл., місто Калуш, ВУЛИЦЯ Грушевського, будинок 25","77300, Івано-Франківська обл., місто Калуш, вул. Грушевського, будинок 25",
Всеукраїнське об’єднання “Батьківщина”,Коломийська міська організація ,,33767667,"78200, Івано-Франківська обл., місто Коломия, вул. Чорновола, будинок 49","78200, Івано-Франківська обл., місто Коломия, вул. Чорновола, будинок 49",
Всеукраїнське об’єднання “Батьківщина”,Яремчанська міська організація,,33921359,"78500, Івано-Франківська обл., місто Яремче, вул. Свободи, буд. 264 А","78500, Івано-Франківська обл., місто Яремче, вул. Свободи, буд. 264 А",
Всеукраїнське об’єднання “Батьківщина”,Богородчанська районна організація,,33909090,"77701, Івано-Франківська обл., Богородчанський район, смт Богородчани, вул. Петраша, буд. 6 А, каб.1","77701, Івано-Франківська обл., Богородчанський район, смт Богородчани, вул. Шевченка, буд. 5-Б",
Всеукраїнське об’єднання “Батьківщина”,Верховинська районна організація,,33604872,"78700, Івано-Франківська обл., Верховинський район, селище міського типу Верховина, ВУЛИЦЯ І.ФРАНКА, будинок 85","78700, Івано-Франківська обл., Верховинський район, селище міського типу Верховина, вул. І.ФРАНКА, будинок 85",
Всеукраїнське об’єднання “Батьківщина”,Галицька районна організація,,33921537,"77100, Івано-Франківська обл., Галицький район, місто Галич, МАЙДАН РІЗДВА , будинок 21А","77100, Івано-Франківська обл., Галицький район, місто Галич, МАЙДАН РІЗДВА , будинок 21А",
Всеукраїнське об’єднання “Батьківщина”,Городенківська районна організація,,33733004,"78100, Івано-Франківська обл., Городенківський район, місто Городенка, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 9","78100, Івано-Франківська обл., Городенківський район, місто Городенка, вул. ВОЛОДИМИРА ВЕЛИКОГО, будинок 9",
Всеукраїнське об’єднання “Батьківщина”,Долинська районна організація,,33921469,"77500, Івано-Франківська обл., Долинський р-н, м. Долина, вул. Грушевського, б. 18","77500, Івано-Франківська обл., Долинський р-н, м. Долина, вул. Грушевського, б. 18",
Всеукраїнське об’єднання “Батьківщина”,Калуська районна організація,,33926362,"77300, Івано-Франківська обл., Калуський р-н, м. Калуш, вул. Підвальна, буд. 9","77300, Івано-Франківська обл., Калуський р-н, м. Калуш, вул. Підвальна, буд. 9",
Всеукраїнське об’єднання “Батьківщина”,Коломийська районна організація,,33767735,"78200, Івано-Франківська обл., місто Коломия, вул. Чорновола, будинок 49","78200, Івано-Франківська обл., місто Коломия, вул. Чорновола, будинок 49",
Всеукраїнське об’єднання “Батьківщина”,Косівська районна організація,,33909127,"78600, Івано-Франківська обл., Косівський р-н, місто Косів, вул. Шевченка, будинок 44, корпус А","78600, Івано-Франківська обл., Косівський р-н, місто Косів, вул. Шевченка, будинок 44, корпус А",
Всеукраїнське об’єднання “Батьківщина”,Надвірнянська районна організація,,33617462,"78400, Івано-Франківська обл., Надвірнянський район, місто Надвірна, ВУЛ.КОПЕРНІКА, будинок 1, квартира 19","78400, Івано-Франківська обл., Надвірнянський район, місто Надвірна, вул. Чорновола, будинок 8",
Всеукраїнське об’єднання “Батьківщина”,Рогатинська районна організація,,33958902,"77000, Івано-Франківська обл., Рогатинський район, місто Рогатин, вул. Галицька, будинок 119","77000, Івано-Франківська обл., Рогатинський район, місто Рогатин, вул. Галицька, будинок 119",
Всеукраїнське об’єднання “Батьківщина”,Рожнятівська районна організація,,33484074,"77600, Івано-Франківська обл., Рожнятівський район, смт Рожнятів, вул. Пушкіна, будинок 2","77600, Івано-Франківська обл., Рожнятівський район, смт Рожнятів, вул. Пушкіна, будинок 2",
Всеукраїнське об’єднання “Батьківщина”,Снятинська районна організація,,33820039,"78300, Івано-Франківська обл., Снятинський район, м. Снятин, вул. Шевченка, будинок 111","78300, Івано-Франківська обл., Снятинський район, м. Снятин, вул. Шевченка, будинок 111","ПАТ КБ ""Приватбанк"" код банку 336677 Рахунок: № 26007052532962"
Всеукраїнське об’єднання “Батьківщина”,Тисменицька районна організація,,33914032,"77401, Івано-Франківська обл., Тисменицький район, місто Тисмениця, ПЛОЩА РИНОК, будинок 1, кв.25","77401, Івано-Франківська обл., Тисменицький район, місто Тисмениця, ПЛОЩА РИНОК, будинок 1, кв.25",
Всеукраїнське об’єднання “Батьківщина”,Тлумацька районна організація,,33586911,"78000, Івано-Франківська обл., Тлумацький район, м. Тлумач, Кармелюка, будинок 1","78000, Івано-Франківська обл., Тлумацький район, м. Тлумач, Кармелюка, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Київська обласна організація,,21710792,"04080, м.Київ, ВУЛИЦЯ ТУРІВСЬКА, будинок 13, корпус Б","04080, м.Київ, вул. ТУРІВСЬКА, будинок 13, корпус Б","АБ ""Укргазбанк"", МФО 320478, п/р 26004924426650"
Всеукраїнське об’єднання “Батьківщина”,Березанська міська організація,,25822938,"07540, Київська обл., м.Березань, вул.Леніна, 116, кв. 65","07540, Київська обл., м.Березань, вул.Леніна, 116, кв. 65",
Всеукраїнське об’єднання “Батьківщина”,Білоцерківська міська організація,,25822507,"09117, Київська обл., м.Біла Церква, вул.Леся Курбаса, 3","09117, Київська обл., м.Біла Церква, вул.Леся Курбаса, 3","Теріторіально відокремлене безбалансове відділення №10026/088 філії Головного управління по м. Києву та Київській обл. ПАТ ""Державний Ощадний банк України"", МФО 322669, р/р 26004300264318"
Всеукраїнське об’єднання “Батьківщина”,Бориспільська міська організація,,25951133,"08300, Київська обл., місто Бориспіль, ВУЛИЦЯ ПРИВОКЗАЛЬНА, будинок 2-А","08300, Київська обл., місто Бориспіль, вул. Київський шлях, будинок 76-А","АБ ""Укргазбанк"", Бориспільське відділення №54, код ЄДРПО 1259511333, р/р 26007212004327"
Всеукраїнське об’єднання “Батьківщина”,Броварська міська організація,,25951446,"07400, Київська обл., місто Бровари, ВУЛИЦЯ МАРІЇ ЛАГУНОВОЇ, будинок 10-А","07400, Київська обл., місто Бровари, вул. МАРІЇ ЛАГУНОВОЇ, будинок 10-А","ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, код банку 321842) Рахунок: № 26008053149303"
Всеукраїнське об’єднання “Батьківщина”,Бучанська міська організація,,35095489,"08292, Київська обл., місто Буча, ВОКЗАЛЬНА, будинок 107","08292, Київська обл., місто Буча, вул. Пушкінська, будинок 59-Б","ПАТ ""Укрсоцбанк"", МФО 300023, поточний рах. 26001011962348"
Всеукраїнське об’єднання “Батьківщина”,Васильківська міська організація,,26002114,"08600, Київська обл., місто Васильків, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 7","08600, Київська обл., місто Васильків, вул. ГРУШЕВСЬКОГО, будинок 7","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26005053001369"
Всеукраїнське об’єднання “Батьківщина”,Ірпінська міська організація,,25951179,"08200, Київська обл., місто Ірпінь, ВУЛИЦЯ СОБОРНА, будинок 105-Б, офіс 204","08200, Київська обл., м. Ірпінь, вул. Соборна, буд. 105-Б, офіс 204","ПАТ ""Укрсоцбанк"", МФО 300023, код ЄДРПОУ 00039019, поточний рах. 26002011951983"
Всеукраїнське об’єднання “Батьківщина”,Обухівська міська організація,,36890858,"08700, Київська обл., місто Обухів, ВУЛИЦЯ КИЇВСЬКА, будинок 178, квартира 55","08700, Київська обл., місто Обухів, вул. КИЇВСЬКА, будинок 178, квартира 55",
Всеукраїнське об’єднання “Батьківщина”,Переяслав-Хмельницька міська організація,,25951191,"08400, Київська обл., місто Переяслав-Хмельницький, вул. Підвальна, будинок 30","08400, Київська обл., місто Переяслав-Хмельницький, вул. Підвальна, будинок 30",
Всеукраїнське об’єднання “Батьківщина”,Ржищівська міська організація,,35486707,"09230, Київська обл., місто Ржищів, вул. Леніна, будинок 29","09230, Київська обл., місто Ржищів, вул. Леніна, будинок 29",
Всеукраїнське об’єднання “Батьківщина”,Славутицька міська організація,,36005679,"07100, Київська обл., місто Славутич, РИЗЬКИЙ КВАРТАЛ, будинок 5","07100, Київська обл., місто Славутич, РИЗЬКИЙ КВАРТАЛ, будинок 5",
Всеукраїнське об’єднання “Батьківщина”,Фастівська міська організація,,25951222,"08500, Київська обл., місто Фастів, вул. Папаніна, буд 42,","08500, Київська обл., місто Фастів, вул. Папаніна, буд 42,",
Всеукраїнське об’єднання “Батьківщина”,Баришівська районна організація ,,25822915,"07500, Київська обл.,Баришівський р-н, смт.Баришівка, вул.Жовтнева, 15А, оф. 2","07500, Київська обл.,Баришівський р-н, смт.Баришівка, вул.Жовтнева, 15А, оф. 2","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26005053009101"
Всеукраїнське об’єднання “Батьківщина”,Білоцерківська районна організація ,,26002120,"09100, Київська обл., м. Біла Церква, вул Урицького, 13, офіс №301","09100, Київська обл., м. Біла Церква, вул Урицького, 13, офіс №301","ПАТ КБ ""ПриватБанк"", МФО 321842, р/р 26008053004103"
Всеукраїнське об’єднання “Батьківщина”,Богуславська районна організація,,25951162,"09700, Київська обл., Богуславський район, місто Богуслав, ВУЛИЦЯ ЗАРОСЯНСЬКА, будинок 1-А","09700, Київська обл., Богуславський район, місто Богуслав, вул. ЗАРОСЯНСЬКА, будинок 1-А",
Всеукраїнське об’єднання “Батьківщина”,Бориспільська районна організація,,25951185,"08300, Київська обл., місто Бориспіль, ВУЛИЦЯ КИЇВСЬКИЙ ШЛЯХ, будинок 76, офіс 12","08300, Київська обл., місто Бориспіль, вул. КИЇВСЬКИЙ ШЛЯХ, будинок 76, офіс 12","АБ ""Укргазбанк"", м. Київ, МФО 320478, р/р 26009212004314"
