"Вид нематеріального активу","Назва нематеріального активу","Місцезнаходження обʼєкта","Дата придбання","Вартість придбання","Наявність обтяжень","Дата відчуження","Вартість відчуження майна","Сума доходу (грн)","Балансова вартість на кінець звітного періоду (грн)","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний об'єкт","Квартал","Рік"
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Вінницця, вул. Магістратська, буд. 156А","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Вінницька обласна організація",43655957,"Вінницька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Одеса, вул. Велика Арнаутська, буд. 55","2020-07-22",650,"обтяження відсутнє","2022-07-21",,,"586,79","Слуга народу","Одеська обласна організація",43676765,"Одеська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Одеса, вул. Велика Арнаутська, буд. 55","2020-07-23",451,"обтяження відсутнє","2021-07-23",,,"364,74","Слуга народу","Одеська обласна організація",43676765,"Одеська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","ПРОГРАМНА ПРОДУКЦІЯ MICROSOFT WINDOWS (FQC-08978)","м. Одеса, вул. Велика Арнаутська, буд. 55","2020-08-07",4299,"обтяження відсутнє",,,,"4179,58","Слуга народу","Одеська обласна організація",43676765,"Одеська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","ПРОГРАМНА ПРОДУКЦІЯ MICROSOFT OFFICE HOME AND BUSINESS (FQC-08978)","м. Одеса, вул. Велика Арнаутська, буд. 55","2020-08-19",6399,"обтяження відсутнє",,,,"6221,25","Слуга народу","Одеська обласна організація",43676765,"Одеська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""М.е.doc""","м. Житомир, вул. Велика Бердичівська, буд. 30","2020-08-07",902,"обтяження відсутнє","2021-08-06",,,"766,08","Слуга народу","Житомирська обласна організація",43671044,"Житомирська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Житомир, вул. Велика Бердичівська, буд. 30","2020-09-11",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Житомирська обласна організація",43671044,"Житомирська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Житомир, вул. Велика Бердичівська, буд. 30","2020-09-11",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Житомирська обласна організація",43671044,"Житомирська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""-2 шт.","м. Житомир, вул. Велика Бердичівська, буд. 30","2020-08-07",320,"обтяження відсутнє","2021-08-06",,,"271,78","Слуга народу","Житомирська обласна організація",43671044,"Житомирська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програмне забезпечення Microsoft Office 365 Business","м. Ужгород, Православна набережна, буд. 7","2020-08-11",2600,"обтяження відсутнє","2021-08-10",,,"2236,71","Слуга народу","Закарпатська обласна організація",43715217,"Закарпатська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Ужгород, Православна набережна, буд. 7","2020-08-13",902,"обтяження відсутнє","2021-08-12",,,"780,91","Слуга народу","Закарпатська обласна організація",43715217,"Закарпатська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Ужгород, Православна набережна, буд. 7","2020-08-13",320,"обтяження відсутнє","2021-08-12",,,"277,04","Слуга народу","Закарпатська обласна організація",43715217,"Закарпатська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програмне забезпечення Microsoft Windows 10 Professional x64","м. Ужгород, Православна набережна, буд. 7","2020-08-07",4250,"обтяження відсутнє",,,,"4131,94","Слуга народу","Закарпатська обласна організація",43715217,"Закарпатська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""М.е.dok""","м. Івано-Франківськ, вул. Галицька, буд. 41","2020-07-28",900,"обтяження відсутнє","2021-07-27",,,"739,73","Слуга народу","Івано-Франківська обласна організація",43669941,"Івано-Франківська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програмне забезпечення Microsoft Office 365 Business","м. Івано-Франківськ, вул. Галицька 41","2020-08-11",2508,"обтяження відсутнє","2021-08-10",,,"2157,56","Слуга народу","Івано-Франківська обласна організація",43669941,"Івано-Франківська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Івано-Франківськ, вул. Галицька 41","2020-09-17",160,"обтяження відсутнє","2021-09-16",,,"153,86","Слуга народу","Івано-Франківська обласна організація",43669941,"Івано-Франківська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""Програмний комплекс ""Варта"" - 2 шт.","м. Івано-Франківськ, вул. Галицька 41","2020-07-28",320,"обтяження відсутнє","2021-07-27",,,"263,01","Слуга народу","Івано-Франківська обласна організація",43669941,"Івано-Франківська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""Ме.Doc""","м. Львів, вул. Стефаника, буд. № 6, оф. 5","2020-08-27",2002,"обтяження відсутнє","2021-08-26",,,"1810,03","Слуга народу","Львівська обласна організація",43717963,"Львівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Львів, вул. Стефаника, буд. № 6, оф. 5","2020-08-27",480,"обтяження відсутнє","2021-08-26",,,"433,97","Слуга народу","Львівська обласна організація",43717963,"Львівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Львів, вул. Стефаника, буд. № 6, оф. 5","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Львівська обласна організація",43717963,"Львівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Львів, вул. Стефаника, буд. № 6, оф. 5","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Львівська обласна організація",43717963,"Львівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта"" - 3 шт.","м. Тернопіль, вул. Чорновола, буд. 1, оф. 2-17, 2-18","2020-08-27",480,"обтяження відсутнє","2021-08-20",,,"424,77","Слуга народу","Тернопільська обласна організація",43723249,"Тернопільська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Тернопіль, вул. Чорновола, буд. 1, оф. 2-17, 2-18","2020-08-20",1562,"обтяження відсутнє","2021-08-20",,,"1402,56","Слуга народу","Тернопільська обласна організація",43723249,"Тернопільська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Тернопіль, вул. Чорновола, буд. 1, оф. 2-17, 2-18","2020-09-30",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Тернопільська обласна організація",43723249,"Тернопільська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Тернопіль, вул. Чорновола, буд. 1, оф. 2-17, 2-18","2020-09-30",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Тернопільська обласна організація",43723249,"Тернопільська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","Чернівецька обл., м. Чернівці, вул. Руська, буд. 1А, оф. 301","2020-07-17",1202,"обтяження відсутнє","2021-07-16",,,"951,72","Слуга народу","Чернівецька обласна організація",43671311,"Чернівецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП""Програмний комплекс ""Варта""","Чернівецька обл., м. Чернівці, вул. Руська, буд. 1А, оф. 301","2020-07-17",320,"обтяження відсутнє","2021-07-16",,,"253,37","Слуга народу","Чернівецька обласна організація",43671311,"Чернівецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","Чернівецька обл., м. Чернівці, вул. Руська, буд. 1А, оф. 301","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Чернівецька обласна організація",43671311,"Чернівецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","Чернівецька обл., м. Чернівці, вул. Руська, буд. 1А, оф. 301","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Чернівецька обласна організація",43671311,"Чернівецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Київ, вул. Московська, буд. № 8Б","2020-08-18",480,"обтяження відсутнє","2021-08-17",,,"422,14","Слуга народу","Київська міська організація",43709004,"Київ",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Київ, вул. Московська, буд. № 8Б","2020-09-16",325,"обтяження відсутнє","2021-09-15",,,"311,64","Слуга народу","Київська міська організація",43709004,"Київ",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Київ, вул. Московська, буд. № 8Б","2020-08-18",1202,"обтяження відсутнє","2021-08-17",,,"1057,11","Слуга народу","Київська міська організація",43709004,"Київ",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма ПО Microsoft 365","м. Київ, вул. Московська, буд. № 8Б","2020-09-01",3480,"обтяження відсутнє","2021-08-31",,,"3193,97","Слуга народу","Київська міська організація",43709004,"Київ",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Хмельницький, вул. Проскурівського Підпілля, буд. 63","2020-08-21",480,"обтяження відсутнє","2021-08-20",,,"426,08","Слуга народу","Хмельницька обласна організація",43675248,"Хмельницька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Хмельницький, вул. Проскурівського Підпілля, буд. 63","2020-08-21",1502,"обтяження відсутнє","2021-08-20",,,"1333,28","Слуга народу","Хмельницька обласна організація",43675248,"Хмельницька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Хмельницький, вул. Проскурівського Підпілля, буд. 63","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Хмельницька обласна організація",43675248,"Хмельницька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","м. Хмельницький, вул. Проскурівського Підпілля, буд. 63","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Хмельницька обласна організація",43675248,"Хмельницька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Луганська обл., м. Сєвєродонецьк, просп. Космонавтів, буд. 7/108","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Луганська обласна організація",43721435,"Луганська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Луганська обл., м. Сєвєродонецьк, просп. Космонавтів, буд. 7/108","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Луганська обласна організація",43721435,"Луганська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","КП ""Програмний комлекс ""ВАРТА""","Луганська обл., м. Сєвєродонецьк, просп. Космонавтів, буд. 7/108","2020-07-28",480,"обтяження відсутнє","2021-07-27",,,"394,52","Слуга народу","Луганська обласна організація",43721435,"Луганська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма ПО Microsoft 365 Personal 32/64 AllLngSub PKLic 1YR Online CEEC2R (QQ2-00004) - 2 екз","м. Запоріжжя, просп. Соборний, буд. № 160, оф. 5. 5","2020-09-01",3480,"обтяження відсутнє","2021-08-31",,,"3193,97","Слуга народу","Запорізька обласна організація",43713377,"Запорізька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Запоріжжя, просп. Соборний, буд. № 160, оф. 5. 5","2020-08-06",320,"обтяження відсутнє","2021-08-05",,,"270,91","Слуга народу","Запорізька обласна організація",43713377,"Запорізька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Запоріжжя, просп. Соборний, буд. № 160, оф. 5. 5","2020-09-15",160,"обтяження відсутнє","2021-09-14",,,"152,99","Слуга народу","Запорізька обласна організація",43713377,"Запорізька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Запоріжжя, просп. Соборний, буд. № 160, оф. 5. 5","2020-09-09",1002,"обтяження відсутнє","2021-09-08",,,"941,61","Слуга народу","Запорізька обласна організація",43713377,"Запорізька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Ліцензія на право використання Програмного забезпечення YouScan","Донецька обл., м. Словʼянськ, бульв. Пушкіна, буд. 10, оф. 107","2020-08-28",65250,"обтяження відсутнє","2020-11-28",,,"41395,16","Слуга народу","Донецька обласна організація",43682056,"Донецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","Донецька обл., м. Словʼянськ, бульв. Пушкіна, буд. 10, оф. 107","2020-09-22",480,"обтяження відсутнє","2021-09-21",,,"468,16","Слуга народу","Донецька обласна організація",43682056,"Донецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","Донецька обл., м. Словʼянськ, бульв. Пушкіна, буд. 10, оф. 107","2020-09-22",1700,"обтяження відсутнє","2021-09-21",,,"1658,08","Слуга народу","Донецька обласна організація",43682056,"Донецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Донецька обл., м. Словʼянськ, бульв. Пушкіна, буд. 10, оф. 107","2020-09-09",3000,"обтяження відсутнє","2021-09-08",,,"2835,62","Слуга народу","Донецька обласна організація",43682056,"Донецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Донецька обл., м. Словʼянськ, бульв. Пушкіна, буд. 10, оф. 107","2020-09-09",3000,"обтяження відсутнє","2021-09-08",,,"2835,62","Слуга народу","Донецька обласна організація",43682056,"Донецька область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Миколаїв, вул. Адміральська, буд. 31Б/1","2020-08-05",902,"обтяження відсутнє","2021-08-04",,,"761,14","Слуга народу","Миколаївська обласна організація",43681204,"Миколаївська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","MICROSOFT OFFICE 365","м. Миколаїв, вул. Адміральська, буд. 31Б/1","2020-09-09",6000,"обтяження відсутнє","2021-09-08",,,"5638,36","Слуга народу","Миколаївська обласна організація",43681204,"Миколаївська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Миколаїв, вул. Адміральська, буд. 31Б/1","2020-08-05",480,"обтяження відсутнє","2021-08-04",,,"405,04","Слуга народу","Миколаївська обласна організація",43681204,"Миколаївська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""","м. Дніпро, вул. Європейська, буд. № 20 А","2020-09-01",480,"обтяження відсутнє","2021-08-31",,,"440,55","Слуга народу","Дніпропетровська обласна організація",43721791,"Дніпропетровська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""М.е.doс""","м. Дніпро, вул. Європейська, буд. № 20 А","2020-09-01",1002,"обтяження відсутнє","2021-08-31",,,"919,64","Слуга народу","Дніпропетровська обласна організація",43721791,"Дніпропетровська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Дніпро, вул. Європейська, буд. № 20 А","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Дніпропетровська обласна організація",43721791,"Дніпропетровська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Дніпро, вул. Європейська, буд. № 20 А","2020-09-10",3000,"обтяження відсутнє","2021-09-09",,,"2835,62","Слуга народу","Дніпропетровська обласна організація",43721791,"Дніпропетровська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Офісне застосування Microsoft Office 365 Вusiness або Azure Stack","м. Херсон, просп. Ушакова, буд. № 57, оф. 302","2020-09-10",6000,"обтяження відсутнє","2021-09-08",,,"5638,36","Слуга народу","Херсонська обласна організація",43692731,"Херсонська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Программа для ЕОМ КП ""Програмний комлекс ""Варта""","м. Херсон, просп. Ушакова, буд. № 57, оф. 302","2020-07-15",320,"обтяження відсутнє","2021-07-14",,,"251,62","Слуга народу","Херсонська обласна організація",43692731,"Херсонська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Рівне, вул. 16-го Липня, буд. № 42","2020-07-31",1402,"обтяження відсутнє","2021-07-30",,,"1163,86","Слуга народу","Рівненська обласна організація",43655001,"Рівненська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програмний продукт Microsoft М365 Business","м. Рівне, вул. 16-го Липня, буд. № 42","2020-09-18",5340,"обтяження відсутнє","2021-09-17",,,"5149,81","Слуга народу","Рівненська обласна організація",43655001,"Рівненська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.е.doc""","Чернігівська обл., м. Прилуки, вул. Київська, буд. № 140","2020-08-07",1502,"обтяження відсутнє","2021-08-06",,,"1275,67","Слуга народу","Чернігівська обласна організація",43663117,"Чернігівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","Чернігівська обл., м. Прилуки, вул. Київська, буд. № 140","2020-08-07",320,"обтяження відсутнє","2021-08-06",,,"271,78","Слуга народу","Чернігівська обласна організація",43663117,"Чернігівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Чернігівська обл., м. Прилуки, вул. Київська, буд. № 140","2020-09-09",3000,"обтяження відсутнє","2021-09-08",,,"2835,62","Слуга народу","Чернігівська обласна організація",43663117,"Чернігівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business (1 рік)","Чернігівська обл., м. Прилуки, вул. Київська, буд. № 140","2020-09-09",3000,"обтяження відсутнє","2021-09-08",,,"2835,62","Слуга народу","Чернігівська обласна організація",43663117,"Чернігівська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Ліцензія Microsoft Office 365 Business (2 одиниці)","м. Луцьк, вул. Набережна, буд. № 4А, оф. 144","2020-09-09",6000,"обтяження відсутнє","2021-09-09",,,"5654,79","Слуга народу","Волинська обласна організація",43691034,"Волиньська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Черкаси, бульв. Шевченка, буд. 150","2020-07-31",320,"обтяження відсутнє","2021-07-30",,,"265,64","Слуга народу","Черкаська обласна організація",43705261,"Черкаська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.e.doc""","м. Черкаси, бульв. Шевченка, буд. 150","2020-07-31",902,"обтяження відсутнє","2021-07-30",,,"748,78","Слуга народу","Черкаська обласна організація",43705261,"Черкаська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Черкаси, бульв. Шевченка, буд. 150","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Черкаська обласна організація",43705261,"Черкаська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Черкаси, бульв. Шевченка, буд. 150","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Черкаська обласна організація",43705261,"Черкаська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для EOM ""M.E.Doс""","Київська обл., Києво-Святошинський р-н, село Софіївська Борщагівка, вул. Івана Франка, буд. № 6, оф. 431","2020-07-31",900,"обтяження відсутнє","2021-07-30",,,"747,12","Слуга народу","Київська обласна організація",43696886,"Київська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","Київська обл., Києво-Святошинський р-н, село Софіївська Борщагівка, вул. Івана Франка, буд. № 6, оф. 431","2020-07-31",468,"обтяження відсутнє","2021-07-30",,,"388,5","Слуга народу","Київська обласна організація",43696886,"Київська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ Microsoft Office 365","Київська обл., Києво-Святошинський р-н, село Софіївська Борщагівка, вул. Івана Франка, буд. № 6, оф. 431","2020-08-13",2508,"обтяження відсутнє","2021-08-12",,,"2171,31","Слуга народу","Київська обласна організація",43696886,"Київська область",3,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Право використання доменного імені www.zekomandaregion.kiev.ua","Київська обл., Києво-Святошинський р-н, село Софіївська Борщагівка, вул. Івана Франка, буд. № 6, оф. 431","2020-08-01",150,"обтяження відсутнє","2021-01-31",,,"100,0","Слуга народу","Київська обласна організація",43696886,"Київська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""","м. Полтава просп. Першотравневий, буд. 21","2020-08-12",320,"обтяження відсутнє","2021-08-11",,,"276,17","Слуга народу","Полтавська обласна організація",43693094,"Полтавська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""","м. Полтава просп. Першотравневий, буд. 21","2020-08-27",160,"обтяження відсутнє","2021-08-26",,,"144,66","Слуга народу","Полтавська обласна організація",43693094,"Полтавська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""М.Е.dок""","м. Полтава, просп. Першотравневий, буд. 21","2020-08-14",1502,"обтяження відсутнє","2021-08-13",,,"1320,94","Слуга народу","Полтавська обласна організація",43693094,"Полтавська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Полтава, просп. Першотравневий, буд. 21","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Полтавська обласна організація",43693094,"Полтавська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Microsoft Office 365 Business","м. Полтава, просп. Першотравневий, буд. 21","2020-09-10",3000,"обтяження відсутнє","2021-09-10",,,"2835,62","Слуга народу","Полтавська обласна організація",43693094,"Полтавська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""M.E.Doc""","м. Кропивницький, просп. Університетський, буд. 25Г","2020-09-24",1702,"обтяження відсутнє","2021-09-23",,,"1669,36","Слуга народу","Кіровоградська обласна організація",43722580,"Кіровоградська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""ВАРТА""","м. Кропивницький, просп. Університетський, буд. 25Г","2020-09-24",480,"обтяження відсутнє","2021-09-23",,,"470,79","Слуга народу","Кіровоградська обласна організація",43722580,"Кіровоградська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ ""М.е.doc""","м. Суми, вул. Гагаріна, буд. 9, оф. 241/242","2020-07-29",1500,"обтяження відсутнє","2021-07-28",,,"1236,98","Слуга народу","Сумська обласна організація",43678249,"Сумська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Суми, вул. Гагаріна, буд. 9, оф. 241/242","2020-07-29",320,"обтяження відсутнє","2021-07-28",,,"263,89","Слуга народу","Сумська обласна організація",43678249,"Сумська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ Microsoft Office365","м. Суми, вул. Гагаріна, буд. 9, оф. 241/242","2020-08-14",2279,"обтяження відсутнє","2021-08-13",,,"1979,3","Слуга народу","Сумська обласна організація",43678249,"Сумська область",3,2020
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програма для ЕОМ КП ""Програмний комплекс ""Варта""","м. Суми, вул. Гагаріна, буд. 9, оф. 241/242","2020-09-17",160,"обтяження відсутнє","2021-09-16",,,"153,86","Слуга народу","Сумська обласна організація",43678249,"Сумська область",3,2020
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Веб-сайт https://sluganarodu-kh.com.ua/","м. Харків, вул. Суздальські Ряди, буд. 12","2020-09-14",27000,"обтяження відсутнє",,,,"27000,0","Слуга народу","Харківська обласна організація",43660231,"Харківська область",3,2020
