Партія,Місцева організація,Географічний обʼєкт,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БАЛАКЛАВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК У М.СЕВАСТОПОЛІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Автономна республіка крим,26101750,"Автономна республіка крим, с. Орлине, вул. Амет-Хана Султана, буд. 28","Автономна республіка крим, с. Орлине, вул. Амет-Хана Султана, буд. 28",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,СЕВАСТОПОЛЬСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,севастополь,26101785,"м.. севастополь, Балаклавський, просп. Героїв Сталінграда, буд. 41","м.. севастополь, Балаклавський, просп. Героїв Сталінграда, буд. 41",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,У М.СЕВАСТОПОЛІ організація,севастополь,26101796,"м.. севастополь, Ленінський, вул. Кулакова, буд. 49","м.. севастополь, Ленінський, вул. Кулакова, буд. 49",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,В М.СЕВАСТОПОЛІ організація,севастополь,26101804,"м.. севастополь, Ленінський, пров. 1-й Хвойний, буд. 1","м.. севастополь, Ленінський, пров. 1-й Хвойний, буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ХМЕЛЬНИЦЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Хмельницька область,26093306,"Хмельницька обл., Хмельницький р-н, вул. Тернопільська, буд. 15","Хмельницька обл., Хмельницький р-н, вул. Тернопільська, буд. 15",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,МІСЬКЕ ВІДДІЛЕННЯ В М.ДОНЕЦЬК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26081289,"Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30","Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ВОРОШИЛІВСЬКЕ РАЙОННЕ ВІДДІЛЕННЯ У М.ДОНЕЦЬКУ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26081303,"Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30","Донецька обл., м. Донецьк, бульв. Пушкіна, буд. 30",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ГОСТОМЕЛЬСЬКИЙ СЕЛИЩНИЙ ОСЕРЕДОК КИЇВСЬКОЇ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Київська область,26146385,"Київська обл., Бучанський р-н, вул. Гостомельське шосе, буд. 53","Київська обл., Бучанський р-н, вул. Гостомельське шосе, буд. 53",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,БУЧАНСЬКА МІСЬКА організація,Київська область,26146391,"Київська обл., Бучанський р-н, вул. Тарасівська, буд. 10","Київська обл., Бучанський р-н, вул. Тарасівська, буд. 10",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ПРОЛЕТАРСЬКА РАЙОННА організація,Донецька область,26128186,"Донецька обл., м. Донецьк, вул. Щетиніна, буд. 34","Донецька обл., м. Донецьк, вул. Щетиніна, буд. 34",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,МАРІУПОЛЬСЬКЕ МІСЬКЕ ВІДДІЛЕННЯ ДОНЕЦЬКОЇ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26127130,"Донецька обл., м. Маріуполь, вул. Трудова, буд. 120","Донецька обл., м. Маріуполь, вул. Трудова, буд. 120",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ІЛЛІЧІВСЬКЕ РАЙОННЕ ВІДДІЛЕННЯ М.МАРІУПОЛЯ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26127152,"Донецька обл., м. Маріуполь, Азовʼя квартал, 25","Донецька обл., м. Маріуполь, Азовʼя квартал, 25",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ОРДЖОНІКІДЗЕВСЬКЕ РАЙОННЕ ВІДДІЛЕННЯ М.МАРІУПОЛЯ ДОНЕЦЬКОЇ ОБЛАСТІ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26127169,"Донецька обл., м. Маріуполь, просп. Перемоги, буд. 114","Донецька обл., м. Маріуполь, просп. Перемоги, буд. 114",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ЖОВТНЕВЕ РАЙОННЕ ВІДДІЛЕННЯ М.МАРІУПОЛЯ ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Донецька область,26127175,"Донецька обл., м. Маріуполь, вул. Бахчиванджи, буд. 25","Донецька обл., м. Маріуполь, вул. Бахчиванджи, буд. 25",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ВОЛОВЕЦЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Закарпатська область,26212722,"Закарпатська обл., Мукачівський р-н, вул. Дружби, буд. 11","Закарпатська обл., Мукачівський р-н, вул. Дружби, буд. 11",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ЛУГАНСЬКА ОБЛАСНА організація,Луганська область,26204645,"Луганська обл., м. Луганськ, 10 квартал, 2","Луганська обл., м. Луганськ, 10 квартал, 2",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ТЯЧІВСЬКИЙ РАЙОННИЙ ОСЕРЕДОК ПОЛІТИЧНОІ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Закарпатська область,26212774,"Закарпатська обл., Тячівський р-н, вул. Франка І., буд. 42","Закарпатська обл., Тячівський р-н, вул. Франка І., буд. 42",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ТЕРЕБОВЛЯНСЬКИЙ МІСЬКИЙ ОСЕРЕДОК ПОЛІТИЧНОЇ ПАРТІЇ МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Тернопільська область,26197885,"Тернопільська обл., Тернопільський р-н, вул. Січових Стрільців, буд. 6","Тернопільська обл., Тернопільський р-н, вул. Січових Стрільців, буд. 6",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,М.МОНАСТИРИСЬКА ТЕРНОПІЛЬСЬКОЇ ОБЛ організація,Тернопільська область,26197901,"Тернопільська обл., Чортківський р-н, вул. Бандери С., буд. 1","Тернопільська обл., Чортківський р-н, вул. Бандери С., буд. 1",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ПІДГАЄЦЬКА РАЙОННА організація,Тернопільська область,26197951,"Тернопільська обл., Тернопільський р-н, хутір Почмайстрівка, 15","Тернопільська обл., Тернопільський р-н, хутір Почмайстрівка, 15",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,КОРОСТИШІВСЬКА РАЙОННА організація,Житомирська область,26191983,"Житомирська обл., Житомирський р-н, пров. Горького, буд. 26","Житомирська обл., Житомирський р-н, пров. Горького, буд. 26",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,ВОЛОДАРСЬКО-ВОЛИНСЬКА РАЙОННА організація,Житомирська область,26192008,"Житомирська обл., Житомирський р-н, вул. Суворова, буд. 34А","Житомирська обл., Житомирський р-н, вул. Суворова, буд. 34А",
МАЛОГО І СЕРЕДНЬОГО БІЗНЕСУ УКРАЇНИ,Центральний офіс,київ,21707318,"м.. київ, Печерський, вул. Маккейна Джона, буд. 20А","м.. київ, Печерський, вул. Маккейна Джона, буд. 20А",
